KEY,FREQ,ADJUSTMENT,REF_AREA,COUNTERPART_AREA,REF_SECTOR,COUNTERPART_SECTOR,ACCOUNTING_ENTRY,STO,INSTR_ASSET,ACTIVITY,EXPENDITURE,UNIT_MEASURE,PRICES,TRANSFORMATION,TIME_PERIOD,OBS_VALUE,OBS_STATUS,CONF_STATUS,PRE_BREAK_VALUE,COMMENT_OBS,EMBARGO_DATE,TIME_FORMAT,COMMENT_TS,COMPILING_ORG,CURRENCY,DATA_COMP,DECIMALS,DISS_ORG,LAST_UPDATE,REF_PERIOD_DETAIL,REF_YEAR_PRICE,REPYEAREND,REPYEARSTART,TABLE_IDENTIFIER,TIME_PER_COLLECT,TITLE,TITLE_COMPL,UNIT_MULT,COMMENT_DSET
IDCM.A.N.6O.W0.S1.S1.B.B5G._Z._Z._Z.USD.V.N,A,N,6O,W0,S1,S1,B,B5G,_Z,_Z,_Z,USD,V,N,2000,29099689,A,F,,,,P1Y,"Balance of primary incomes, gross / National income, gross - OECD (Organisation for Economic Co-operation and Development) - World (all entities, including reference area, including IO), Total economy, US dollar, Current prices, Non transformed data, Neither seasonally adjusted nor calendar adjusted data",6O0,,,2,6O0,,C,,,,,S,"Balance of primary incomes, gross / National income, gross",,6,
IDCM.A.N.6O.W0.S1.S1.B.B5G._Z._Z._Z.USD.V.N,A,N,6O,W0,S1,S1,B,B5G,_Z,_Z,_Z,USD,V,N,2001,30272258,A,F,,,,P1Y,"Balance of primary incomes, gross / National income, gross - OECD (Organisation for Economic Co-operation and Development) - World (all entities, including reference area, including IO), Total economy, US dollar, Current prices, Non transformed data, Neither seasonally adjusted nor calendar adjusted data",6O0,,,2,6O0,,C,,,,,S,"Balance of primary incomes, gross / National income, gross",,6,
IDCM.A.N.6O.W0.S1.S1.B.B5G._Z._Z._Z.USD.V.N,A,N,6O,W0,S1,S1,B,B5G,_Z,_Z,_Z,USD,V,N,2002,31377072,A,F,,,,P1Y,"Balance of primary incomes, gross / National income, gross - OECD (Organisation for Economic Co-operation and Development) - World (all entities, including reference area, including IO), Total economy, US dollar, Current prices, Non transformed data, Neither seasonally adjusted nor calendar adjusted data",6O0,,,2,6O0,,C,,,,,S,"Balance of primary incomes, gross / National income, gross",,6,
IDCM.A.N.6O.W0.S1.S1.B.B5G._Z._Z._Z.USD.V.N,A,N,6O,W0,S1,S1,B,B5G,_Z,_Z,_Z,USD,V,N,2003,32532831,A,F,,,,P1Y,"Balance of primary incomes, gross / National income, gross - OECD (Organisation for Economic Co-operation and Development) - World (all entities, including reference area, including IO), Total economy, US dollar, Current prices, Non transformed data, Neither seasonally adjusted nor calendar adjusted data",6O0,,,2,6O0,,C,,,,,S,"Balance of primary incomes, gross / National income, gross",,6,
IDCM.A.N.6O.W0.S1.S1.B.B5G._Z._Z._Z.USD.V.N,A,N,6O,W0,S1,S1,B,B5G,_Z,_Z,_Z,USD,V,N,2004,34578437,A,F,,,,P1Y,"Balance of primary incomes, gross / National income, gross - OECD (Organisation for Economic Co-operation and Development) - World (all entities, including reference area, including IO), Total economy, US dollar, Current prices, Non transformed data, Neither seasonally adjusted nor calendar adjusted data",6O0,,,2,6O0,,C,,,,,S,"Balance of primary incomes, gross / National income, gross",,6,
IDCM.A.N.6O.W0.S1.S1.B.B5G._Z._Z._Z.USD.V.N,A,N,6O,W0,S1,S1,B,B5G,_Z,_Z,_Z,USD,V,N,2005,36527206,A,F,,,,P1Y,"Balance of primary incomes, gross / National income, gross - OECD (Organisation for Economic Co-operation and Development) - World (all entities, including reference area, including IO), Total economy, US dollar, Current prices, Non transformed data, Neither seasonally adjusted nor calendar adjusted data",6O0,,,2,6O0,,C,,,,,S,"Balance of primary incomes, gross / National income, gross",,6,
IDCM.A.N.6O.W0.S1.S1.B.B5G._Z._Z._Z.USD.V.N,A,N,6O,W0,S1,S1,B,B5G,_Z,_Z,_Z,USD,V,N,2006,39350893,A,F,,,,P1Y,"Balance of primary incomes, gross / National income, gross - OECD (Organisation for Economic Co-operation and Development) - World (all entities, including reference area, including IO), Total economy, US dollar, Current prices, Non transformed data, Neither seasonally adjusted nor calendar adjusted data",6O0,,,2,6O0,,C,,,,,S,"Balance of primary incomes, gross / National income, gross",,6,
IDCM.A.N.6O.W0.S1.S1.B.B5G._Z._Z._Z.USD.V.N,A,N,6O,W0,S1,S1,B,B5G,_Z,_Z,_Z,USD,V,N,2007,41307114,A,F,,,,P1Y,"Balance of primary incomes, gross / National income, gross - OECD (Organisation for Economic Co-operation and Development) - World (all entities, including reference area, including IO), Total economy, US dollar, Current prices, Non transformed data, Neither seasonally adjusted nor calendar adjusted data",6O0,,,2,6O0,,C,,,,,S,"Balance of primary incomes, gross / National income, gross",,6,
IDCM.A.N.6O.W0.S1.S1.B.B5G._Z._Z._Z.USD.V.N,A,N,6O,W0,S1,S1,B,B5G,_Z,_Z,_Z,USD,V,N,2008,42513604,A,F,,,,P1Y,"Balance of primary incomes, gross / National income, gross - OECD (Organisation for Economic Co-operation and Development) - World (all entities, including reference area, including IO), Total economy, US dollar, Current prices, Non transformed data, Neither seasonally adjusted nor calendar adjusted data",6O0,,,2,6O0,,C,,,,,S,"Balance of primary incomes, gross / National income, gross",,6,
IDCM.A.N.6O.W0.S1.S1.B.B5G._Z._Z._Z.USD.V.N,A,N,6O,W0,S1,S1,B,B5G,_Z,_Z,_Z,USD,V,N,2009,42580764,E,F,,,,P1Y,"Balance of primary incomes, gross / National income, gross - OECD (Organisation for Economic Co-operation and Development) - World (all entities, including reference area, including IO), Total economy, US dollar, Current prices, Non transformed data, Neither seasonally adjusted nor calendar adjusted data",6O0,,,2,6O0,,C,,,,,S,"Balance of primary incomes, gross / National income, gross",,6,
IDCM.A.N.6O.W0.S1.S1.B.B5G._Z._Z._Z.USD.V.N,A,N,6O,W0,S1,S1,B,B5G,_Z,_Z,_Z,USD,V,N,2010,44788795,E,F,,,,P1Y,"Balance of primary incomes, gross / National income, gross - OECD (Organisation for Economic Co-operation and Development) - World (all entities, including reference area, including IO), Total economy, US dollar, Current prices, Non transformed data, Neither seasonally adjusted nor calendar adjusted data",6O0,,,2,6O0,,C,,,,,S,"Balance of primary incomes, gross / National income, gross",,6,
IDCM.A.N.6O.W0.S1.S1.B.B5G._Z._Z._Z.USD.V.N,A,N,6O,W0,S1,S1,B,B5G,_Z,_Z,_Z,USD,V,N,2011,46995374,E,F,,,,P1Y,"Balance of primary incomes, gross / National income, gross - OECD (Organisation for Economic Co-operation and Development) - World (all entities, including reference area, including IO), Total economy, US dollar, Current prices, Non transformed data, Neither seasonally adjusted nor calendar adjusted data",6O0,,,2,6O0,,C,,,,,S,"Balance of primary incomes, gross / National income, gross",,6,
IDCM.A.N.6O.W0.S1.S1.B.B5G._Z._Z._Z.USD.V.N,A,N,6O,W0,S1,S1,B,B5G,_Z,_Z,_Z,USD,V,N,2012,48661455,E,F,,,,P1Y,"Balance of primary incomes, gross / National income, gross - OECD (Organisation for Economic Co-operation and Development) - World (all entities, including reference area, including IO), Total economy, US dollar, Current prices, Non transformed data, Neither seasonally adjusted nor calendar adjusted data",6O0,,,2,6O0,,C,,,,,S,"Balance of primary incomes, gross / National income, gross",,6,
IDCM.A.N.6O.W0.S1.S1.B.B5G._Z._Z._Z.USD.V.N,A,N,6O,W0,S1,S1,B,B5G,_Z,_Z,_Z,USD,V,N,2013,50613928,E,F,,,,P1Y,"Balance of primary incomes, gross / National income, gross - OECD (Organisation for Economic Co-operation and Development) - World (all entities, including reference area, including IO), Total economy, US dollar, Current prices, Non transformed data, Neither seasonally adjusted nor calendar adjusted data",6O0,,,2,6O0,,C,,,,,S,"Balance of primary incomes, gross / National income, gross",,6,
IDCM.A.N.6O.W0.S1.S1.B.B5G._Z._Z._Z.USD.V.N,A,N,6O,W0,S1,S1,B,B5G,_Z,_Z,_Z,USD,V,N,2014,52532769,E,F,,,,P1Y,"Balance of primary incomes, gross / National income, gross - OECD (Organisation for Economic Co-operation and Development) - World (all entities, including reference area, including IO), Total economy, US dollar, Current prices, Non transformed data, Neither seasonally adjusted nor calendar adjusted data",6O0,,,2,6O0,,C,,,,,S,"Balance of primary incomes, gross / National income, gross",,6,
IDCM.A.N.6O.W0.S1.S1.B.B5G._Z._Z._Z.USD.V.N,A,N,6O,W0,S1,S1,B,B5G,_Z,_Z,_Z,USD,V,N,2015,54257222,E,F,,,,P1Y,"Balance of primary incomes, gross / National income, gross - OECD (Organisation for Economic Co-operation and Development) - World (all entities, including reference area, including IO), Total economy, US dollar, Current prices, Non transformed data, Neither seasonally adjusted nor calendar adjusted data",6O0,,,2,6O0,,C,,,,,S,"Balance of primary incomes, gross / National income, gross",,6,
IDCM.A.N.6O.W0.S1.S1.B.B5G._Z._Z._Z.USD.V.N,A,N,6O,W0,S1,S1,B,B5G,_Z,_Z,_Z,USD,V,N,2016,56345441,E,F,,,,P1Y,"Balance of primary incomes, gross / National income, gross - OECD (Organisation for Economic Co-operation and Development) - World (all entities, including reference area, including IO), Total economy, US dollar, Current prices, Non transformed data, Neither seasonally adjusted nor calendar adjusted data",6O0,,,2,6O0,,C,,,,,S,"Balance of primary incomes, gross / National income, gross",,6,
IDCM.A.N.6O.W0.S1.S1.B.B5G._Z._Z._Z.USD.V.N,A,N,6O,W0,S1,S1,B,B5G,_Z,_Z,_Z,USD,V,N,2017,58920912,E,F,,,,P1Y,"Balance of primary incomes, gross / National income, gross - OECD (Organisation for Economic Co-operation and Development) - World (all entities, including reference area, including IO), Total economy, US dollar, Current prices, Non transformed data, Neither seasonally adjusted nor calendar adjusted data",6O0,,,2,6O0,,C,,,,,S,"Balance of primary incomes, gross / National income, gross",,6,
IDCM.A.N.6O.W0.S1.S1.B.B5N._Z._Z._Z.USD.V.N,A,N,6O,W0,S1,S1,B,B5N,_Z,_Z,_Z,USD,V,N,2000,24657516,A,F,,,,P1Y,"Balance of primary incomes, net / National income, net - OECD (Organisation for Economic Co-operation and Development) - World (all entities, including reference area, including IO), Total economy, US dollar, Current prices, Non transformed data, Neither seasonally adjusted nor calendar adjusted data",6O0,,,2,6O0,,C,,,,,S,"Balance of primary incomes, net / National income, net",,6,
IDCM.A.N.6O.W0.S1.S1.B.B5N._Z._Z._Z.USD.V.N,A,N,6O,W0,S1,S1,B,B5N,_Z,_Z,_Z,USD,V,N,2001,25548166,A,F,,,,P1Y,"Balance of primary incomes, net / National income, net - OECD (Organisation for Economic Co-operation and Development) - World (all entities, including reference area, including IO), Total economy, US dollar, Current prices, Non transformed data, Neither seasonally adjusted nor calendar adjusted data",6O0,,,2,6O0,,C,,,,,S,"Balance of primary incomes, net / National income, net",,6,
IDCM.A.N.6O.W0.S1.S1.B.B5N._Z._Z._Z.USD.V.N,A,N,6O,W0,S1,S1,B,B5N,_Z,_Z,_Z,USD,V,N,2002,26453214,A,F,,,,P1Y,"Balance of primary incomes, net / National income, net - OECD (Organisation for Economic Co-operation and Development) - World (all entities, including reference area, including IO), Total economy, US dollar, Current prices, Non transformed data, Neither seasonally adjusted nor calendar adjusted data",6O0,,,2,6O0,,C,,,,,S,"Balance of primary incomes, net / National income, net",,6,
IDCM.A.N.6O.W0.S1.S1.B.B5N._Z._Z._Z.USD.V.N,A,N,6O,W0,S1,S1,B,B5N,_Z,_Z,_Z,USD,V,N,2003,27446195,A,F,,,,P1Y,"Balance of primary incomes, net / National income, net - OECD (Organisation for Economic Co-operation and Development) - World (all entities, including reference area, including IO), Total economy, US dollar, Current prices, Non transformed data, Neither seasonally adjusted nor calendar adjusted data",6O0,,,2,6O0,,C,,,,,S,"Balance of primary incomes, net / National income, net",,6,
IDCM.A.N.6O.W0.S1.S1.B.B5N._Z._Z._Z.USD.V.N,A,N,6O,W0,S1,S1,B,B5N,_Z,_Z,_Z,USD,V,N,2004,29217691,A,F,,,,P1Y,"Balance of primary incomes, net / National income, net - OECD (Organisation for Economic Co-operation and Development) - World (all entities, including reference area, including IO), Total economy, US dollar, Current prices, Non transformed data, Neither seasonally adjusted nor calendar adjusted data",6O0,,,2,6O0,,C,,,,,S,"Balance of primary incomes, net / National income, net",,6,
IDCM.A.N.6O.W0.S1.S1.B.B5N._Z._Z._Z.USD.V.N,A,N,6O,W0,S1,S1,B,B5N,_Z,_Z,_Z,USD,V,N,2005,30863615,A,F,,,,P1Y,"Balance of primary incomes, net / National income, net - OECD (Organisation for Economic Co-operation and Development) - World (all entities, including reference area, including IO), Total economy, US dollar, Current prices, Non transformed data, Neither seasonally adjusted nor calendar adjusted data",6O0,,,2,6O0,,C,,,,,S,"Balance of primary incomes, net / National income, net",,6,
IDCM.A.N.6O.W0.S1.S1.B.B5N._Z._Z._Z.USD.V.N,A,N,6O,W0,S1,S1,B,B5N,_Z,_Z,_Z,USD,V,N,2006,33237795,A,F,,,,P1Y,"Balance of primary incomes, net / National income, net - OECD (Organisation for Economic Co-operation and Development) - World (all entities, including reference area, including IO), Total economy, US dollar, Current prices, Non transformed data, Neither seasonally adjusted nor calendar adjusted data",6O0,,,2,6O0,,C,,,,,S,"Balance of primary incomes, net / National income, net",,6,
IDCM.A.N.6O.W0.S1.S1.B.B5N._Z._Z._Z.USD.V.N,A,N,6O,W0,S1,S1,B,B5N,_Z,_Z,_Z,USD,V,N,2007,34816576,A,F,,,,P1Y,"Balance of primary incomes, net / National income, net - OECD (Organisation for Economic Co-operation and Development) - World (all entities, including reference area, including IO), Total economy, US dollar, Current prices, Non transformed data, Neither seasonally adjusted nor calendar adjusted data",6O0,,,2,6O0,,C,,,,,S,"Balance of primary incomes, net / National income, net",,6,
IDCM.A.N.6O.W0.S1.S1.B.B5N._Z._Z._Z.USD.V.N,A,N,6O,W0,S1,S1,B,B5N,_Z,_Z,_Z,USD,V,N,2008,35639084,A,F,,,,P1Y,"Balance of primary incomes, net / National income, net - OECD (Organisation for Economic Co-operation and Development) - World (all entities, including reference area, including IO), Total economy, US dollar, Current prices, Non transformed data, Neither seasonally adjusted nor calendar adjusted data",6O0,,,2,6O0,,C,,,,,S,"Balance of primary incomes, net / National income, net",,6,
IDCM.A.N.6O.W0.S1.S1.B.B5N._Z._Z._Z.USD.V.N,A,N,6O,W0,S1,S1,B,B5N,_Z,_Z,_Z,USD,V,N,2009,34608857,E,F,,,,P1Y,"Balance of primary incomes, net / National income, net - OECD (Organisation for Economic Co-operation and Development) - World (all entities, including reference area, including IO), Total economy, US dollar, Current prices, Non transformed data, Neither seasonally adjusted nor calendar adjusted data",6O0,,,2,6O0,,C,,,,,S,"Balance of primary incomes, net / National income, net",,6,
IDCM.A.N.6O.W0.S1.S1.B.B5N._Z._Z._Z.USD.V.N,A,N,6O,W0,S1,S1,B,B5N,_Z,_Z,_Z,USD,V,N,2010,36621786,E,F,,,,P1Y,"Balance of primary incomes, net / National income, net - OECD (Organisation for Economic Co-operation and Development) - World (all entities, including reference area, including IO), Total economy, US dollar, Current prices, Non transformed data, Neither seasonally adjusted nor calendar adjusted data",6O0,,,2,6O0,,C,,,,,S,"Balance of primary incomes, net / National income, net",,6,
IDCM.A.N.6O.W0.S1.S1.B.B5N._Z._Z._Z.USD.V.N,A,N,6O,W0,S1,S1,B,B5N,_Z,_Z,_Z,USD,V,N,2011,38497172,E,F,,,,P1Y,"Balance of primary incomes, net / National income, net - OECD (Organisation for Economic Co-operation and Development) - World (all entities, including reference area, including IO), Total economy, US dollar, Current prices, Non transformed data, Neither seasonally adjusted nor calendar adjusted data",6O0,,,2,6O0,,C,,,,,S,"Balance of primary incomes, net / National income, net",,6,
IDCM.A.N.6O.W0.S1.S1.B.B5N._Z._Z._Z.USD.V.N,A,N,6O,W0,S1,S1,B,B5N,_Z,_Z,_Z,USD,V,N,2012,39883870,E,F,,,,P1Y,"Balance of primary incomes, net / National income, net - OECD (Organisation for Economic Co-operation and Development) - World (all entities, including reference area, including IO), Total economy, US dollar, Current prices, Non transformed data, Neither seasonally adjusted nor calendar adjusted data",6O0,,,2,6O0,,C,,,,,S,"Balance of primary incomes, net / National income, net",,6,
IDCM.A.N.6O.W0.S1.S1.B.B5N._Z._Z._Z.USD.V.N,A,N,6O,W0,S1,S1,B,B5N,_Z,_Z,_Z,USD,V,N,2013,41456635,E,F,,,,P1Y,"Balance of primary incomes, net / National income, net - OECD (Organisation for Economic Co-operation and Development) - World (all entities, including reference area, including IO), Total economy, US dollar, Current prices, Non transformed data, Neither seasonally adjusted nor calendar adjusted data",6O0,,,2,6O0,,C,,,,,S,"Balance of primary incomes, net / National income, net",,6,
IDCM.A.N.6O.W0.S1.S1.B.B5N._Z._Z._Z.USD.V.N,A,N,6O,W0,S1,S1,B,B5N,_Z,_Z,_Z,USD,V,N,2014,43076161,E,F,,,,P1Y,"Balance of primary incomes, net / National income, net - OECD (Organisation for Economic Co-operation and Development) - World (all entities, including reference area, including IO), Total economy, US dollar, Current prices, Non transformed data, Neither seasonally adjusted nor calendar adjusted data",6O0,,,2,6O0,,C,,,,,S,"Balance of primary incomes, net / National income, net",,6,
IDCM.A.N.6O.W0.S1.S1.B.B5N._Z._Z._Z.USD.V.N,A,N,6O,W0,S1,S1,B,B5N,_Z,_Z,_Z,USD,V,N,2015,44491745,E,F,,,,P1Y,"Balance of primary incomes, net / National income, net - OECD (Organisation for Economic Co-operation and Development) - World (all entities, including reference area, including IO), Total economy, US dollar, Current prices, Non transformed data, Neither seasonally adjusted nor calendar adjusted data",6O0,,,2,6O0,,C,,,,,S,"Balance of primary incomes, net / National income, net",,6,
IDCM.A.N.6O.W0.S1.S1.B.B5N._Z._Z._Z.USD.V.N,A,N,6O,W0,S1,S1,B,B5N,_Z,_Z,_Z,USD,V,N,2016,46117055,E,F,,,,P1Y,"Balance of primary incomes, net / National income, net - OECD (Organisation for Economic Co-operation and Development) - World (all entities, including reference area, including IO), Total economy, US dollar, Current prices, Non transformed data, Neither seasonally adjusted nor calendar adjusted data",6O0,,,2,6O0,,C,,,,,S,"Balance of primary incomes, net / National income, net",,6,
IDCM.A.N.6O.W0.S1.S1.B.B5N._Z._Z._Z.USD.V.N,A,N,6O,W0,S1,S1,B,B5N,_Z,_Z,_Z,USD,V,N,2017,48290727,E,F,,,,P1Y,"Balance of primary incomes, net / National income, net - OECD (Organisation for Economic Co-operation and Development) - World (all entities, including reference area, including IO), Total economy, US dollar, Current prices, Non transformed data, Neither seasonally adjusted nor calendar adjusted data",6O0,,,2,6O0,,C,,,,,S,"Balance of primary incomes, net / National income, net",,6,
IDCM.A.N.6O.W0.S1.S1.B.B6N._Z._Z._Z.USD.V.N,A,N,6O,W0,S1,S1,B,B6N,_Z,_Z,_Z,USD,V,N,2009,34270500,E,F,,,,P1Y,"Disposable income, net - OECD (Organisation for Economic Co-operation and Development) - World (all entities, including reference area, including IO), Total economy, US dollar, Current prices, Non transformed data, Neither seasonally adjusted nor calendar adjusted data",6O0,,,2,6O0,,C,,,,,S,"Disposable income, net",,6,
IDCM.A.N.6O.W0.S1.S1.B.B6N._Z._Z._Z.USD.V.N,A,N,6O,W0,S1,S1,B,B6N,_Z,_Z,_Z,USD,V,N,2010,36289760,E,F,,,,P1Y,"Disposable income, net - OECD (Organisation for Economic Co-operation and Development) - World (all entities, including reference area, including IO), Total economy, US dollar, Current prices, Non transformed data, Neither seasonally adjusted nor calendar adjusted data",6O0,,,2,6O0,,C,,,,,S,"Disposable income, net",,6,
IDCM.A.N.6O.W0.S1.S1.B.B6N._Z._Z._Z.USD.V.N,A,N,6O,W0,S1,S1,B,B6N,_Z,_Z,_Z,USD,V,N,2011,38106957,E,F,,,,P1Y,"Disposable income, net - OECD (Organisation for Economic Co-operation and Development) - World (all entities, including reference area, including IO), Total economy, US dollar, Current prices, Non transformed data, Neither seasonally adjusted nor calendar adjusted data",6O0,,,2,6O0,,C,,,,,S,"Disposable income, net",,6,
IDCM.A.N.6O.W0.S1.S1.B.B6N._Z._Z._Z.USD.V.N,A,N,6O,W0,S1,S1,B,B6N,_Z,_Z,_Z,USD,V,N,2012,39469386,E,F,,,,P1Y,"Disposable income, net - OECD (Organisation for Economic Co-operation and Development) - World (all entities, including reference area, including IO), Total economy, US dollar, Current prices, Non transformed data, Neither seasonally adjusted nor calendar adjusted data",6O0,,,2,6O0,,C,,,,,S,"Disposable income, net",,6,
IDCM.A.N.6O.W0.S1.S1.B.B6N._Z._Z._Z.USD.V.N,A,N,6O,W0,S1,S1,B,B6N,_Z,_Z,_Z,USD,V,N,2013,41006014,E,F,,,,P1Y,"Disposable income, net - OECD (Organisation for Economic Co-operation and Development) - World (all entities, including reference area, including IO), Total economy, US dollar, Current prices, Non transformed data, Neither seasonally adjusted nor calendar adjusted data",6O0,,,2,6O0,,C,,,,,S,"Disposable income, net",,6,
IDCM.A.N.6O.W0.S1.S1.B.B6N._Z._Z._Z.USD.V.N,A,N,6O,W0,S1,S1,B,B6N,_Z,_Z,_Z,USD,V,N,2014,42585323,E,F,,,,P1Y,"Disposable income, net - OECD (Organisation for Economic Co-operation and Development) - World (all entities, including reference area, including IO), Total economy, US dollar, Current prices, Non transformed data, Neither seasonally adjusted nor calendar adjusted data",6O0,,,2,6O0,,C,,,,,S,"Disposable income, net",,6,
IDCM.A.N.6O.W0.S1.S1.B.B8N._Z._Z._Z.USD.V.N,A,N,6O,W0,S1,S1,B,B8N,_Z,_Z,_Z,USD,V,N,2009,615011,E,F,,,,P1Y,"Saving, net - OECD (Organisation for Economic Co-operation and Development) - World (all entities, including reference area, including IO), Total economy, US dollar, Current prices, Non transformed data, Neither seasonally adjusted nor calendar adjusted data",6O0,,,2,6O0,,C,,,,,S,"Saving, net",,6,
IDCM.A.N.6O.W0.S1.S1.B.B8N._Z._Z._Z.USD.V.N,A,N,6O,W0,S1,S1,B,B8N,_Z,_Z,_Z,USD,V,N,2010,1356766,E,F,,,,P1Y,"Saving, net - OECD (Organisation for Economic Co-operation and Development) - World (all entities, including reference area, including IO), Total economy, US dollar, Current prices, Non transformed data, Neither seasonally adjusted nor calendar adjusted data",6O0,,,2,6O0,,C,,,,,S,"Saving, net",,6,
IDCM.A.N.6O.W0.S1.S1.B.B8N._Z._Z._Z.USD.V.N,A,N,6O,W0,S1,S1,B,B8N,_Z,_Z,_Z,USD,V,N,2011,1726736,E,F,,,,P1Y,"Saving, net - OECD (Organisation for Economic Co-operation and Development) - World (all entities, including reference area, including IO), Total economy, US dollar, Current prices, Non transformed data, Neither seasonally adjusted nor calendar adjusted data",6O0,,,2,6O0,,C,,,,,S,"Saving, net",,6,
IDCM.A.N.6O.W0.S1.S1.B.B8N._Z._Z._Z.USD.V.N,A,N,6O,W0,S1,S1,B,B8N,_Z,_Z,_Z,USD,V,N,2012,2000763,E,F,,,,P1Y,"Saving, net - OECD (Organisation for Economic Co-operation and Development) - World (all entities, including reference area, including IO), Total economy, US dollar, Current prices, Non transformed data, Neither seasonally adjusted nor calendar adjusted data",6O0,,,2,6O0,,C,,,,,S,"Saving, net",,6,
IDCM.A.N.6O.W0.S1.S1.B.B8N._Z._Z._Z.USD.V.N,A,N,6O,W0,S1,S1,B,B8N,_Z,_Z,_Z,USD,V,N,2013,2145929,E,F,,,,P1Y,"Saving, net - OECD (Organisation for Economic Co-operation and Development) - World (all entities, including reference area, including IO), Total economy, US dollar, Current prices, Non transformed data, Neither seasonally adjusted nor calendar adjusted data",6O0,,,2,6O0,,C,,,,,S,"Saving, net",,6,
IDCM.A.N.6O.W0.S1.S1.B.B8N._Z._Z._Z.USD.V.N,A,N,6O,W0,S1,S1,B,B8N,_Z,_Z,_Z,USD,V,N,2014,2589617,E,F,,,,P1Y,"Saving, net - OECD (Organisation for Economic Co-operation and Development) - World (all entities, including reference area, including IO), Total economy, US dollar, Current prices, Non transformed data, Neither seasonally adjusted nor calendar adjusted data",6O0,,,2,6O0,,C,,,,,S,"Saving, net",,6,
IDCM.A.N.6O.W0.S1.S1.B.B9._Z._Z._Z.USD.V.N,A,N,6O,W0,S1,S1,B,B9,_Z,_Z,_Z,USD,V,N,2009,-470893,E,F,,,,P1Y,"Net lending (pos) / net borrowing (neg) - OECD (Organisation for Economic Co-operation and Development) - World (all entities, including reference area, including IO), Total economy, US dollar, Current prices, Non transformed data, Neither seasonally adjusted nor calendar adjusted data",6O0,,,2,6O0,,C,,,,,S,Net lending (pos) / net borrowing (neg),,6,
IDCM.A.N.6O.W0.S1.S1.B.B9._Z._Z._Z.USD.V.N,A,N,6O,W0,S1,S1,B,B9,_Z,_Z,_Z,USD,V,N,2010,-334353,E,F,,,,P1Y,"Net lending (pos) / net borrowing (neg) - OECD (Organisation for Economic Co-operation and Development) - World (all entities, including reference area, including IO), Total economy, US dollar, Current prices, Non transformed data, Neither seasonally adjusted nor calendar adjusted data",6O0,,,2,6O0,,C,,,,,S,Net lending (pos) / net borrowing (neg),,6,
IDCM.A.N.6O.W0.S1.S1.B.B9._Z._Z._Z.USD.V.N,A,N,6O,W0,S1,S1,B,B9,_Z,_Z,_Z,USD,V,N,2011,-412241,E,F,,,,P1Y,"Net lending (pos) / net borrowing (neg) - OECD (Organisation for Economic Co-operation and Development) - World (all entities, including reference area, including IO), Total economy, US dollar, Current prices, Non transformed data, Neither seasonally adjusted nor calendar adjusted data",6O0,,,2,6O0,,C,,,,,S,Net lending (pos) / net borrowing (neg),,6,
IDCM.A.N.6O.W0.S1.S1.B.B9._Z._Z._Z.USD.V.N,A,N,6O,W0,S1,S1,B,B9,_Z,_Z,_Z,USD,V,N,2012,-47968,E,F,,,,P1Y,"Net lending (pos) / net borrowing (neg) - OECD (Organisation for Economic Co-operation and Development) - World (all entities, including reference area, including IO), Total economy, US dollar, Current prices, Non transformed data, Neither seasonally adjusted nor calendar adjusted data",6O0,,,2,6O0,,C,,,,,S,Net lending (pos) / net borrowing (neg),,6,
IDCM.A.N.6O.W0.S1.S1.B.B9._Z._Z._Z.USD.V.N,A,N,6O,W0,S1,S1,B,B9,_Z,_Z,_Z,USD,V,N,2013,51118,E,F,,,,P1Y,"Net lending (pos) / net borrowing (neg) - OECD (Organisation for Economic Co-operation and Development) - World (all entities, including reference area, including IO), Total economy, US dollar, Current prices, Non transformed data, Neither seasonally adjusted nor calendar adjusted data",6O0,,,2,6O0,,C,,,,,S,Net lending (pos) / net borrowing (neg),,6,
IDCM.A.N.6O.W0.S1.S1.B.B9._Z._Z._Z.USD.V.N,A,N,6O,W0,S1,S1,B,B9,_Z,_Z,_Z,USD,V,N,2014,219797,E,F,,,,P1Y,"Net lending (pos) / net borrowing (neg) - OECD (Organisation for Economic Co-operation and Development) - World (all entities, including reference area, including IO), Total economy, US dollar, Current prices, Non transformed data, Neither seasonally adjusted nor calendar adjusted data",6O0,,,2,6O0,,C,,,,,S,Net lending (pos) / net borrowing (neg),,6,
IDCM.A.N.6O.W0.S1.S1.D.P3._Z._Z._T.USD.L.N,A,N,6O,W0,S1,S1,D,P3,_Z,_Z,_T,USD,L,N,1995,24470508,E,F,,,,P1Y,"Final consumption expenditure - OECD (Organisation for Economic Co-operation and Development) - World (all entities, including reference area, including IO), Total economy, US dollar, Chain linked volume, Non transformed data, Neither seasonally adjusted nor calendar adjusted data",6O0,,,2,6O0,,C,2015,,,,S,Final consumption expenditure,,6,
IDCM.A.N.6O.W0.S1.S1.D.P3._Z._Z._T.USD.L.N,A,N,6O,W0,S1,S1,D,P3,_Z,_Z,_T,USD,L,N,1996,25165262,E,F,,,,P1Y,"Final consumption expenditure - OECD (Organisation for Economic Co-operation and Development) - World (all entities, including reference area, including IO), Total economy, US dollar, Chain linked volume, Non transformed data, Neither seasonally adjusted nor calendar adjusted data",6O0,,,2,6O0,,C,2015,,,,S,Final consumption expenditure,,6,
